fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
8.252396315312312,0.8032298837428591,0.1650129229212033,1.5897254706648312,0.0974813028506889,11.661540435891144,28.392565111654807,0.9967956913271376,3.2122619350873918,0.6473591287639763,9.506666445130405,3
6.741405540262967,0.7200345368341222,0.1005854739963105,1.646685114398608,0.0840568887072001,8.606058061962306,35.4014278486787,0.9965149506457208,3.302491854554165,0.6292567722240486,9.406555782735362,3
8.263394689011049,0.7760126831582825,0.2688970107915226,1.7322190855993556,0.0876433538412191,7.306806751823385,24.16922292545483,0.9969164410430474,3.1372537356262296,0.5140312594163513,9.377579178919708,3
8.832776294762265,0.6760159203977617,0.300111440105796,2.2988642976215057,0.08741914527202,8.681127156374403,32.10622056717692,0.9971159973879608,3.140067535249881,0.6315641518020852,9.603399267354412,3
5.317645977327557,0.782904474463546,0.0617172010256205,2.156970294428226,0.0776499242529315,2.2506622641678806,15.648956184108616,0.9962784709842868,3.355798144989488,0.5850517090835665,9.321775025574128,3
6.045721237292216,0.912823569420144,0.1191774218907626,2.3761941416271077,0.0978436697694269,3.211550110307651,20.97892476310187,0.9966092925694936,3.258447281844441,0.5115637680307465,8.833748632607756,3
7.870865808432737,0.7649228256614946,0.1981844912651082,1.9290989414653863,0.0863671719175673,3.709201550582391,17.009069221118903,0.9968959274119776,3.206046186298815,0.6244107737218414,9.404820192225104,3
7.86899128255802,0.8503005052989849,0.1567909577072146,2.163415876430686,0.0921499294247322,5.011012689594073,21.976814234190694,0.9969465897132744,3.19439632724329,0.5058827768767411,8.886099532734635,3
7.52008927628688,0.6965288509253045,0.2294758344948972,2.350236157586935,0.0977689599068709,10.599096906893749,34.64094573163812,0.9967007599495128,3.256395212423304,0.6434418318627501,9.581010439439725,3
7.066830793289148,0.8276151168845345,0.1214573543880811,1.9762613841119048,0.0973583741123593,5.378083778559757,14.014161239405666,0.9966319911447188,3.255612984161196,0.5510591895101583,9.23513040875614,3
7.545280710219395,0.6033461707045947,0.2286115219629845,2.602833241887259,0.0889548699473698,14.240496819681018,24.96874587287148,0.996745120250932,3.3010374434148235,0.650699336997548,9.67573656506615,4
6.481084318448198,0.6549132735537766,0.1011865962931454,1.8762338950218445,0.086315001379985,3.5720134130759598,26.78268052591531,0.9963620473963044,3.348191675519366,0.6305588034300583,9.66854050922599,4
8.88634085163926,0.5764887471080256,0.2767370165192711,1.5238734447815965,0.0809576690357114,14.690172199641257,31.085119029149517,0.9967759395680158,3.2184557749553684,0.7691179404188319,10.03172803461926,4
7.88517565350604,0.7375820183011135,0.2128707632342646,0.865962022971257,0.0776128479530659,6.828459741628005,27.57046659358293,0.9967533883123048,3.2333544642461325,0.4671997696250297,9.503039582644949,4
5.891872498918236,0.7104556947909952,0.1578035106640441,1.9554270214303149,0.0750663385487871,13.176380557941318,35.541893393890795,0.9965938311886454,3.3215074648875205,0.4710656525853036,8.817459819000637,4
6.64258312362828,0.8063987632142872,0.2077064322619185,3.289186755511331,0.0793344322412289,4.881327823004699,15.885378754772788,0.9969072525284228,3.26575977498965,0.5333648274128613,8.870188977201567,4
8.464266075666476,0.5676765008619831,0.2536383647256958,2.3956979221586416,0.0891518354201751,14.231610737715318,25.509606265097823,0.9968675334471784,3.248553795880872,0.5841600119666384,9.979258310800567,4
9.33537111903838,0.5658678630829386,0.3088644085729665,1.9481924712777297,0.0940115415419725,7.967005478463137,34.5992064751084,0.9970634792960976,3.229633637870484,0.7719768861302083,10.055592787543835,4
10.429818366253624,0.701690688988172,0.4608817139993832,2.409286094275138,0.0906137047026259,5.586826748697392,25.0797790663278,0.9974205905556583,3.111154138832001,0.5913302439650834,9.738603420827074,4
11.89651747832366,0.668945750806194,0.4700407582924897,1.497568741152501,0.0808135766708434,15.569100682411998,19.960177394007435,0.9978686417868748,2.9776530015966984,0.6078037998824449,9.1344523182977,4
8.445375661180353,0.5890465168653629,0.2746010801110143,2.0662044867860643,0.1008022147682395,13.208222608383757,41.81077076762698,0.996751675256764,3.2270663531531345,0.6334300378432244,9.993132094740796,4
6.695777712814212,0.8551764450015635,0.1219390246228153,2.2447648628570827,0.0988729520676113,8.930115993035514,34.01397359128862,0.9966249558352728,3.261423418226875,0.5624030804753634,9.277366472328628,4
5.536426854111627,0.7199380590153084,0.0242436093695489,2.1612547066805283,0.0880842203109358,19.25589424510532,36.825759742238425,0.996231536699694,3.3929667412449454,0.5904246722219927,9.53313291685594,4
7.70489135306278,0.677058357739255,0.2112342334598208,2.5558627547605366,0.0821650062640234,9.796737892151288,23.4036908568459,0.9967286651440094,3.2451111442444627,0.6325722888895727,9.613762063286268,4
6.544564253018859,0.7213199222877813,0.0735699379406113,2.355090351806224,0.0965811350499575,12.160538369854674,41.17193368852372,0.996581034944522,3.300505315504858,0.5703877461903464,9.26719035119498,4
6.9940433797883,0.6982225603546475,0.0922296841907565,2.500746708148599,0.0922556830498332,13.344567238393005,38.80610903129238,0.9966249354239468,3.2492291701870637,0.5959132823536992,9.548928492617044,4
6.469758938851988,0.6758248570907168,0.1130843809465752,1.8902324729961584,0.0726224728870194,8.901670329356932,49.18033995150798,0.9964734190871074,3.2590160368217016,0.5183927102041663,9.685755342324809,4
7.60274304453737,0.659603315696078,0.1869381311637422,2.604016933784747,0.0891842369281871,14.355681466999648,40.28681211913921,0.9968517144640556,3.268324827186957,0.5914027521135148,9.503879985195285,4
9.60427354332106,0.6285731290588102,0.312152015977941,2.933021626430796,0.0931444297448925,9.332738264176378,35.23089135069583,0.9971696307047466,3.2065228171795392,0.6552975597316815,10.096575160699857,4
8.109859265087618,0.7133664565318107,0.3167544684316835,1.7634327161568644,0.0792036625621469,9.941808388918954,31.82225495658053,0.9967993069543462,3.241287349090542,0.6084387262753144,9.657363844515046,4
7.860240234811871,0.7082723591595019,0.2509055075063151,1.8005369549284482,0.0922781207140493,18.813213199016705,47.42147091490173,0.9966718389017564,3.2673617942283792,0.6786257824112292,9.85498736814458,4
7.022912795330415,0.9146012844898028,0.0780981053367221,2.801102951344105,0.0725421301769065,6.797069737437835,34.50580039692703,0.9969704151105988,3.258068494248711,0.393477509019434,8.520999143851524,4
6.281265393104084,0.7198994662035946,0.0704848264219131,2.113895205987223,0.106034233200146,1.0,32.43107447320785,0.996377461430789,3.361961763489102,0.5695763540650183,9.45800327445404,4
7.3554017372737714,0.8336129856466417,0.1552445389840999,2.8317196264299507,0.1049753998207131,20.054684975059477,38.978972561868645,0.996941810593476,3.2637170743480226,0.6182935166419661,8.914312007112711,4
8.364305819614756,0.8181840507901634,0.2027860288221206,2.0008589296485173,0.0869697919883644,24.746639763035013,44.10184036731708,0.9970641321952648,3.221834100921211,0.4622559226458284,8.915808061213168,4
10.292430820081163,0.8035723731867092,0.4010408088062746,2.8547705093218205,0.0943614520540688,9.97365367275334,29.605164695276947,0.9975787023957786,3.0572067793153344,0.4779758569468557,9.06487331138072,4
7.898783955860506,0.7173898146916187,0.2587720900173093,2.259168617562453,0.0610809364104014,2.3158097968990745,31.396949797511837,0.9969010163332614,3.1801456972367927,0.5720909650678229,9.384469935128571,4
9.067698461405918,0.6254598358130262,0.302059615757131,2.316202970495213,0.076123828076816,10.447580119020282,44.29797288439594,0.9970607750864364,3.214751248634748,0.68561726397048,9.828857061237354,4
